No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
0559,00560,โรงพยาบาลปากท่อ,R,2.25,2.25,50,5.3,17.8,78.9,23.8,29.8,,5.44,22.19,594,15.6,69.5,127.8,28.7,22.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 216,PHCH
0560,00561,โรงพยาบาลปางศิลาทอง,R,2.27,2.10,60,5.4,17.0,74.9,23.7,31.7,,5.26,21.70,489,15.5,45.8,87.2,29.5,33.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1086,PHCH
0561,00562,โรงพยาบาลปราณบุรี,R,2.22,1.88,55,5.4,17.3,78.1,24.2,31.2,,5.36,22.70,510,15.4,48.8,91.0,28.6,31.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 241,PHCH
0563,00564,โรงพยาบาลซานเปาโลหัวหิน,R,2.25,2.15,65,5.5,16.8,74.1,24.2,32.5,,5.20,21.57,517,15.1,45.9,88.2,29.0,32.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 903,NGPH
0564,00565,โรงพยาบาลสหวิทยาการมะลิ,R,2.26,2.05,73,5.3,24.2,107.0,23.6,22.0,,5.29,19.08,502,15.0,48.0,90.8,28.4,31.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",BC-760,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1750,NGPH
0565,00566,โรงพยาบาลพีเอ็มจี,R,2.27,2.09,64,5.3,17.4,76.8,23.3,30.3,,5.16,21.62,526,15.3,45.5,88.2,29.6,33.6,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 759,NGPH
0566,00567,โรงพยาบาลค่ายภาณุรังษี,R,2.23,2.06,65,503.0,17.0,76.3,23.8,31.1,,5.13,21.29,532,15.1,44.9,87.6,29.4,33.5,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1514,GNPH
0567,00568,โรงพยาบาลสวี,R,2.29,2.13,66,5.6,17.3,75.6,24.3,32.2,,5.33,22.24,556,15.6,46.0,86.2,29.2,34.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 614,PHCH
0568,00569,โรงพยาบาลพระทองคำเฉลิมพระเกียรติ ๘๐ พรรษา,R,2.18,2.01,55,5.4,16.9,77.4,24.8,32.0,,4.88,18.80,504,15.0,57.1,117.1,30.7,26.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1268,PHCH
0569,00570,โรงพยาบาลแก้งสนามนาง,R,2.25,2.18,61,5.5,16.6,73.9,24.4,33.3,,5.18,21.62,519,15.4,44.1,85.2,29.7,34.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 951,PHCH
0570,00571,โรงพยาบาลสีดา,R,2.30,2.23,880,5.5,21.7,94.5,23.6,24.9,,21.73,5.22,531,15.6,45.0,86.3,29.9,34.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",Mindray5180,,BC 5180,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1702,PHCH
0572,00573,โรงพยาบาลจักราช,R,2.25,2.09,59,5.3,17.8,79.3,23.6,29.8,,5.23,22.76,493,15.1,48.9,93.5,28.9,30.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC780,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 256,PHCH
0573,00574,โรงพยาบาลบัวใหญ่,R,2.32,1.98,44,5.5,18.4,79.1,23.9,29.9,,5.48,18.25,523,15.5,50.1,91.5,28.3,30.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 247,NGPH
0575,00576,โรงพยาบาลปักธงชัย,R,2.26,2.35,74,5.4,24.4,107.7,23.7,22.0,,5.30,18.37,512,15.2,48.8,92.2,28.8,31.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC 6200,10 กันยายน 2568,ดี,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 253,PHCH
0576,00577,โรงพยาบาลโนนสูง,R,2.17,2.00,65,5.3,16.6,76.6,24.2,31.6,,5.19,22.67,519,14.8,46.4,89.4,28.6,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 255,PHCH
0577,00578,โรงพยาบาลราชพฤกษ์,R,2.28,1.86,54,5.5,18.1,79.3,24.1,30.4,,5.38,18.53,526,15.3,48.2,89.5,28.4,31.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 816,NGPH
0579,00580,โรงพยาบาลพระยืน,R,2.24,2.10,66,5.3,17.3,77.2,23.7,30.7,,5.16,21.50,526,15.4,45.4,88.0,29.9,34.0,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 324,PHCH
0583,00584,โรงพยาบาลแสวงหา,R,2.22,1.69,62,5.4,17.2,77.4,24.3,31.4,,5.29,16.79,528,15.4,47.7,90.2,29.1,32.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 143,PHCH
0600,00601,โรงพยาบาลบางปะหัน,R,2.19,1.99,58,5.3,17.1,78.1,24.3,31.0,,5.16,23.83,524,15.2,46.5,90.2,29.5,32.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 136,PHCH
0618,00619,โรงพยาบาลวังเหนือ,R,2.21,2.30,65,5.4,17.0,76.9,24.2,31.8,,4.78,22.40,513,15.2,60.0,125.6,31.8,25.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",MIndray,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 536,PHCH
0620,00621,โรงพยาบาลบัวใหญ่รวมแพทย์,R,2.16,2.00,92,5.0,20.4,94.8,23.1,24.5,,5.18,22.00,505,16.0,45.5,88.0,30.8,35.1,,(600) Mindray,600,605,"(605) BC 2800, 3000 Plus, 3200",,,BC3000Plus,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1747,NGPH
0621,00622,โรงพยาบาลชุมพวง,R,2.21,1.61,57,5.2,17.2,77.7,23.5,30.3,,5.23,18.17,517,15.0,47.6,91.0,28.7,31.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 252,PHCH
0622,00623,โรงพยาบาลมโนรมย์,R,2.30,2.07,104,5.4,25.0,109.6,23.5,21.4,,5.28,21.58,531,15.3,46.7,88.5,29.0,32.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 166,PHCH
0624,00625,โรงพยาบาลมัญจาคีรี,R,2.19,1.83,65,5.3,25.4,116.2,24.2,20.9,,5.35,3.67,535,15.3,48.6,132.4,41.6,31.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 314,PHCH
0625,00626,โรงพยาบาลธนบุรี-ชุมพร,R,2.20,2.11,56,5.3,17.1,77.6,24.1,31.0,,5.32,20.18,528,15.2,48.7,90.6,28.8,31.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1128,NGPH
0627,00628,โรงพยาบาลนาด้วง,R,2.33,2.05,69,5.7,18.1,77.5,24.5,31.5,,5.22,21.35,503,15.2,45.8,87.8,29.1,33.2,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1077,PHCH
0631,00632,โรงพยาบาลสมเด็จพระยุพราชฉวาง,R,2.29,1.60,56,5.4,18.0,78.5,23.5,30.0,,5.27,16.22,543,15.1,46.9,89.0,28.6,32.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC-6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 587,PHCH
0632,00633,โรงพยาบาลคามิลเลียน,R,2.36,1.90,49,5.5,18.7,79.4,23.2,29.4,,5.41,17.28,526,15.4,49.6,91.7,28.4,31.0,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 749,NGPH
0633,00634,โรงพยาบาลรวมแพทย์ชัยนาท,R,2.31,1.91,63,5.4,18.4,79.7,23.5,29.5,,5.31,17.77,542,15.2,66.3,124.9,28.6,22.9,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 787,NGPH
0659,00660,โรงพยาบาลมายอ (เครื่อง1),R,2.21,2.15,69,5.3,19.9,79.0,24.0,27.3,,5.15,19.83,518,15.3,46.7,90.6,29.7,32.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของงานอื่นเข้ามา,HM 672,PHCH
0660,00661,โรงพยาบาลค่ายเสนาณรงค์,R,2.23,2.17,63,5.5,17.2,76.8,24.5,31.9,,4.84,21.02,536,15.5,55.6,114.8,31.9,27.8,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1769,GNPH
0662,00663,โรงพยาบาลสมเด็จ,R,2.22,2.15,68,5.4,16.5,74.4,24.2,32.6,,5.19,22.00,545,15.1,45.4,87.4,29.1,33.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,10 กันยายน 2568,ตัวอย่าง A 368 ฺB368 ที่ส่งมารอบแรก Hemolysis จึงขอตัวอย่างใหม่รอบ 2 ทำให้ได้ตรวจ 19/9/68,,,ส่งผลสมบูรณ์,,HM 379,PHCH
0663,00664,โรงพยาบาลเซกา,R,2.22,1.85,60,5.3,25.1,113.2,23.8,21.1,,5.28,8.40,517,15.3,47.5,90.0,29.0,32.2,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,slide differentailควรเพิ่มจำนวนเม็ดเลือดขาวให้มีความเหมาะสม คือไม่มากหรือน้อยเกินไป และมีการติดสีที่ชัดเจน,,,ส่งผลสมบูรณ์,,HM 340,PHCH
0664,00665,โรงพยาบาลกะเปอร์,R,2.16,2.07,57,5.3,17.0,76.8,24.6,32.1,,5.23,21.87,506,15.2,47.3,90.4,29.1,32.1,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 620,PHCH
0665,00666,โรงพยาบาลน้ำโสม,R,2.22,1.47,64,5.3,16.7,75.4,23.8,31.6,,5.25,5.55,534,15.1,45.9,87.4,28.8,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 969,PHCH
0666,00667,โรงพยาบาลปลาปาก,R,2.28,2.24,62,5.5,17.1,75.2,24.1,32.0,,5.16,22.36,516,15.4,44.7,86.5,29.8,34.4,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",603,,BC5180,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 411,PHCH
0667,00668,โรงพยาบาลพิบูลย์รักษ์,R,2.21,2.26,73,5.5,17.3,78.6,24.9,31.7,,5.25,22.38,585,15.9,48.5,92.5,30.2,32.7,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 355,PHCH
0669,00670,โรงพยาบาลนาตาล,R,2.25,2.14,66,5.3,17.5,77.2,23.6,30.6,,5.32,20.46,529,15.2,47.6,89.3,28.6,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1308,PHCH
0670,00671,โรงพยาบาลสิรินธร,R,2.30,2.13,64,5.3,17.6,76.6,23.3,30.4,,5.36,22.70,529,15.0,47.3,88.2,28.1,31.8,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",BC-760,BC-760,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 400,PHCH
0671,00672,โรงพยาบาลโพธิ์ไทร,R,2.25,1.99,53,5.3,17.3,77.3,23.7,30.6,,3.12,8.65,243,8.7,30.7,98.6,28.0,28.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 395,PHCH
0672,00673,โรงพยาบาลกันตัง,R,2.20,2.25,58,5.5,18.3,82.4,24.8,30.1,,3.97,21.08,492,15.0,46.0,116.0,37.8,32.6,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1004,PHCH
0673,00674,บริษัท นาบอนอินเตอร์เมดิคอล จำกัด,R,2.29,2.19,62,5.4,17.5,76.2,23.4,30.7,,5.18,22.13,543,15.7,45.1,87.2,30.4,34.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,ตัวอย่าง B368  Hemolysis,ส่งผลสมบูรณ์,,HM 598,NGPH
0674,00675,โรงพยาบาลสิเกา,R,2.30,2.38,57,5.4,18.1,78.7,23.7,29.8,,5.38,23.03,500,15.3,49.1,91.2,28.4,31.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",-,-,BC760,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 655,PHCH
0675,00676,โรงพยาบาลเฟิร์สเวสเทอร์น,R,2.25,2.10,63,5.4,17.3,77.0,24.0,31.1,,5.21,22.79,525,15.2,45.6,88.1,29.2,33.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1537,NGPH
0676,00677,โรงพยาบาลสุราษฎร์ธานี,R,2.31,1.91,62,5.4,18.2,79.0,23.4,29.7,,5.28,0.22,535,15.5,47.4,89.7,29.4,32.7,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,ในสเมียร์พบเซลล์จำพวก pynotic cell และ degenerated cell เยอะค่ะ,,,ส่งผลสมบูรณ์,,HM 920,PHRH
0677,00678,โรงพยาบาลท่าฉาง,R,2.33,2.11,75,5.5,17.4,74.8,23.5,31.4,,5.28,20.60,539,15.4,45.2,85.5,29.3,34.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.2 เข้ามาด้วย,HM 1266,PHCH
0678,00679,โรงพยาบาลโขงเจียม,R,2.36,2.23,105,5.4,24.5,103.6,22.9,22.1,,5.30,22.79,531,15.7,46.0,86.9,29.6,34.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1081,PHCH
0681,00682,โรงพยาบาลเขื่องใน,R,2.26,1.82,35,5.4,18.1,79.9,23.7,29.8,,5.31,17.98,519,15.1,47.9,90.2,28.5,31.5,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 390,PHCH
0682,00683,โรงพยาบาลศรีเมืองใหม่,R,2.23,2.00,56,5.3,17.2,77.1,23.6,30.6,,5.31,22.55,500,15.1,47.3,89.1,28.5,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 389,PHCH
0683,00684,โรงพยาบาลบุณฑริก,R,2.30,1.94,83,5.3,18.3,79.7,23.2,29.0,,5.34,22.67,523,15.1,48.0,89.8,28.2,31.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 393,PHCH
0684,00685,โรงพยาบาลน้ำยืน,R,2.30,2.02,58,5.4,17.8,77.4,23.3,30.2,,5.30,22.55,527,15.3,47.9,90.4,28.9,31.9,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 391,PHCH
0686,00687,โรงพยาบาลม่วงสามสิบ,R,2.23,2.00,56,5.3,17.2,77.1,23.6,30.6,,5.31,22.55,500,15.1,47.3,89.1,28.5,32.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 398,PHCH
0687,00688,โรงพยาบาลนาจะหลวย,R,1.86,1.99,76,5.3,18.4,98.9,28.8,29.1,,5.26,22.57,521,15.8,46.0,87.5,30.0,34.3,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 392,PHCH
0688,00689,โรงพยาบาลน้ำขุ่น,R,5.22,21.42,548,15.4,47.3,90.6,29.5,32.5,,4.21,8.18,204,10.9,36.1,85.8,25.8,30.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5180,10 กันยายน 2568,,,sample Hemolysis,ส่งผลสมบูรณ์,,HM 1504,PHCH
0689,00690,โรงพยาบาลกุดข้าวปุ้น,R,0.00,0.00,0,0.0,0.0,0.0,0.0,0.0,,5.39,18.69,524,15.2,49.4,91.7,28.2,30.7,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,10 กันยายน 2568,,,ตัวอย่าง A Hemolysis,ส่งผลสมบูรณ์,,HM 396,PHCH
0690,00691,โรงพยาบาลทุ่งศรีอุดม,R,2.36,2.40,74,5.3,22.7,74.0,22.5,23.5,,5.46,23.74,492,15.6,47.4,86.8,28.5,32.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,602,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 684,PHCH
0691,00692,นวมินทร์ 1 สหคลินิก,R,2.32,1.86,57,5.4,18.7,80.8,23.3,28.9,,5.36,19.08,534,15.2,49.7,92.8,28.4,30.6,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1932,NGPH
0692,00693,สถาบันโรคผิวหนัง,R,2.22,1.97,57,5.2,17.3,78.0,23.7,30.4,,5.28,23.37,491,15.0,47.9,90.8,28.4,31.3,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,780,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 914,DMS
0693,00694,โรงพยาบาลเชียงใหม่เมดิคอลเซ็นเตอร์,R,2.25,2.11,66,5.5,17.2,76.4,76.4,31.7,,5.20,21.63,510,15.4,46.4,89.3,29.7,33.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,Mindray BS-5180,10 กันยายน 2568,ไม่มี,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 841,NGPH
0699,00700,โรงพยาบาลอุทัย,R,2.20,1.57,57,5.5,17.0,77.4,25.1,32.4,,5.28,4.81,496,15.7,47.2,89.4,29.7,33.2,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 139,PHCH
0701,00702,โรงพยาบาลมนารมย์,R,2.38,2.25,62,5.8,18.7,78.5,24.4,31.0,,5.35,21.63,500,15.6,47.6,88.9,29.2,32.8,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1429,NGPH
0703,00704,โรงพยาบาลค่ายสุรสิงหนาท,R,2.21,1.99,83,5.2,24.3,101.5,23.8,21.6,,5.21,22.54,516,15.2,45.9,88.1,29.1,33.0,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,รอบนี้ ทั้ง Slide และ Digital slide จำนวน  WBC น้อยมาก,,,ส่งผลสมบูรณ์,,HM 1467,GNPH
0704,00705,บริษัท เดอะแล็บ แล็บบอราทอรี่แอนด์เช็คอัพเซอร์วิส จำกัด,R,2.24,1.88,46,5.4,18.0,76.4,24.2,31.7,,5.25,0.00,555,15.3,56.1,103.7,29.7,27.2,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC-5180,17 กันยายน 2568,,,B368 ค่า WBC สิ่งส่งตรวจไม่สมบูรณ์ ไม่สามารถตรวจได้,ส่งผลสมบูรณ์,,HM 1955,NGPH
0705,00706,โรงพยาบาลสันติสุข,R,2.25,2.22,71,5.5,18.1,77.1,23.4,30.4,,5.53,22.03,504,14.8,47.4,87.6,29.0,33.1,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 524,PHCH
0706,00707,โรงพยาบาลแม่จริม,R,2.47,2.13,111,5.6,25.1,101.6,22.7,22.3,,5.64,21.91,545,14.9,50.7,89.9,26.4,29.4,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 520,PHCH
0707,00708,โรงพยาบาลบ่อเกลือ,R,2.37,2.15,118,5.5,22.0,92.9,23.2,25.0,,5.30,22.90,508,15.2,47.8,90.1,28.7,31.8,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC 5600,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 525,PHCH
0708,00709,โรงพยาบาลยะหริ่ง,R,2.20,2.34,50,5.3,16.9,76.8,23.9,31.4,,5.25,8.87,530,15.1,46.4,88.4,28.7,32.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 671,PHCH
0710,00711,บริษัท อินโนเทค ลาบอราทอรี่ เซอร์วิส จำกัด,R,2.47,2.50,68,5.8,19.0,76.9,23.5,30.5,,5.64,21.68,504,15.9,51.1,90.6,28.2,31.1,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1874,NGPH
0712,00713,ดีวายเอ็มเฮลท์เชคอัพคลินิก,R,2.38,2.03,65,5.7,18.7,78.5,23.9,30.5,,5.42,21.12,479,15.2,49.1,90.6,28.0,31.0,,(600) Mindray,600,603,"(603) BC 5600, 5800",,,BC5600,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1984,NGPH
0713,00714,โรงพยาบาลท่าตะเกียบ,R,2.20,2.15,53,5.2,17.4,78.9,23.8,29.9,,5.36,0.15,532,15.3,50.4,94.1,28.5,30.4,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 192,PHCH
0714,00715,โรงพยาบาลสรรพยา,R,2.25,2.10,47,5.3,17.7,78.6,23.6,29.9,,4.69,0.17,555,15.4,60.5,129.0,32.9,25.5,,(600) Mindray,600,606,"(606) BC 700, 720, 760, 780",,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1158,PHCH
0717,00718,โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 2 พิษณุโลก,R,2.33,2.00,103,5.2,24.1,103.3,22.3,21.6,,5.30,22.30,531,15.4,45.3,85.4,29.1,34.1,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 918,DH
0722,00723,โรงพยาบาลท่าเรือ,R,2.25,1.93,57,5.4,17.9,79.7,24.1,30.2,,5.37,18.09,542,15.6,48.1,89.5,29.1,32.4,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",BC 6000,,BC 6000,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 133,PHCH
0723,00724,โรงพยาบาลแวงใหญ่,R,2.39,2.15,69,5.7,18.3,76.6,23.8,31.1,,5.33,21.49,526,15.5,47.1,88.4,29.1,32.9,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC 5180,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 323,PHCH
0724,00725,โรงพยาบาลจุฬารัตน์ 1 สุวุรรณภูมิ,R,2.19,1.99,65,5.3,17.0,77.6,24.2,31.2,,5.11,20.30,480,14.9,45.8,89.7,29.2,32.5,,(600) Mindray,600,602,"(602) BC 5180, 5300, 5300VET, 5380",,,BC5300,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1022,NGPH
0726,00727,สถาบันบำราศนราดูร,R,2.33,1.78,51,5.5,18.4,79.0,23.5,29.9,,5.34,18.33,534,15.3,48.1,90.0,28.6,31.8,,(600) Mindray,600,604,"(604) BC 6000, 6200, 6800, 6800 Plus, BC-75R  vet",,,BC6200,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 16,DDC
